1.1746	-1.0591	-0.61831	-1.2115
1.3871	-0.8227	-0.59333	-1.1485
1.5211	-0.71744	-0.79744	-0.71378
1.6691	-0.79037	-0.36039	-0.68103
1.3428	-0.80418	-0.5265	-1.326
1.0372	-0.87758	-0.35038	-1.5641
1.4324	-0.88208	-0.62268	-0.96747
1.4407	-0.68388	-0.71745	-1.0852
1.292	-0.99996	-1.1925	-0.58509
1.4311	-0.86931	-0.59146	-0.98926
1.0131	-0.48161	-0.35427	-1.9636
1.3547	-1.1369	-0.53435	-0.95382
1.5015	-0.77151	-0.68832	-0.82905
1.475	-0.81717	-0.63984	-0.90698
1.4412	-0.67465	-0.91	-0.75676
0.89533	-1.1372	-0.25531	-1.4096
0.2876	-1.3934	1.6749	-5.2184
1.2081	-1.0255	-0.61173	-1.2344
1.5646	-0.80994	-0.4362	-0.83622
0.36583	-2.7959	1.8049	0.17886
1.2608	-1.083	-1.0503	-0.90354
1.6016	-0.88525	-0.54025	-0.62486
1.3364	-0.81473	-0.49716	-1.32
1.1241	-1.0029	-0.47061	-1.359
1.2901	-1.0252	-0.44927	-1.1674
0.96016	-0.76011	-0.2834	-1.7254
1.2997	-0.6659	-0.44317	-1.587
1.5263	-1.688	-1.6684	-0.10707
0.67631	-1.2127	-0.1101	-1.5027
1.232	-1.3935	-1.1982	-0.6453
1.3632	-0.91728	-0.58665	-1.1118
1.2196	-1.1408	-1.0275	-0.95243
0.79654	0.45821	-1.3721	-2.7943
1.1913	-1.0178	-0.58744	-1.262
1.1309	-1.1311	-0.42921	-1.2286
1.1796	-0.76204	-0.36685	-1.5891
1.2916	-1.0136	-0.76443	-1.0486
1.4725	-0.62425	-0.87538	-0.80121
1.4424	-0.37391	-1.1507	-0.75046
1.437	-0.72517	-0.6904	-1.0442
1.5516	-0.90335	-0.39088	-0.82077
0.60124	0.25972	-1.4475	-2.928
1.0195	-1.0995	-0.48323	-1.3381
1.4778	-0.86476	-0.73532	-0.74585
0.64655	-0.95902	-0.069237	-1.6974
1.2368	-1.0968	-0.37957	-1.1739
1.5944	-0.57564	-0.81538	-0.71602
1.3822	-0.81327	-0.60594	-1.1559
1.0347	-1.0101	-0.39622	-1.4245
1.4416	-0.81594	-0.72689	-0.91115
1.4734	-0.82104	-0.64968	-0.90608
1.4597	-0.67183	-0.85748	-0.80382
1.3982	-0.82166	-0.65788	-1.0876
1.392	-0.80925	-0.65383	-1.0956
1.4617	-0.3708	-1.189	-0.66185
1.4445	-0.65126	-0.52743	-1.379
1.5325	-1.0687	-0.31349	-0.81496
2.0007	-1.1249	0.8236	-0.034912
1.3402	-0.88591	-0.62986	-1.1662
1.4777	-0.63457	-0.7904	-0.91145
1.5658	-0.84723	-0.59439	-0.70415
1.3913	-1.1344	-0.59101	-0.86847
3.8501	-3.1895	-2.1149	5.1972
1.5229	-0.91274	-0.39529	-0.8879
1.2897	-1.0051	-0.40804	-1.1952
1.3495	-1.0015	-0.47949	-1.0771
1.3285	-0.88157	-0.63908	-1.1669
-2.9417	-3.3265	-0.48131	-3.4247
1.6601	-0.74479	-0.48775	-0.66745
1.4585	-0.76908	-0.60967	-1.0417
3.7713	6.7877	-2.5512	-0.29324
1.4522	-0.74365	-0.67297	-1.0102
0.59533	-1.2183	-0.023844	-1.5668
1.4844	-0.8475	-0.58351	-0.88693
1.4232	-0.81624	-0.56606	-1.0976
1.4411	-0.83905	-0.80932	-0.86133
